iter	Logloss
165	0.5724472069
166	0.5723306558
167	0.5720704278
168	0.5717099365
169	0.5713508883
170	0.5711115156
171	0.5709082256
172	0.5705660829
173	0.5702996418
174	0.5700115383
175	0.5697256937
176	0.5692334087
177	0.5689980883
178	0.5687504082
179	0.5684224531
180	0.5682434259
181	0.567952952
182	0.567477708
183	0.5670451785
184	0.5665253974
185	0.5661644096
186	0.565973749
187	0.5656254532
188	0.5655903148
189	0.5651990593
190	0.5648405882
191	0.5644645736
192	0.5640844247
193	0.563770771
194	0.5634529153
195	0.563305032
196	0.5630451785
197	0.5628612925
198	0.5625491068
199	0.5622577867
200	0.5620424393
201	0.5618930935
202	0.5616297213
203	0.5613455346
204	0.5611157879
205	0.5607565727
206	0.5604850434
207	0.5604308837
208	0.5602762873
209	0.5600191773
210	0.5595419006
211	0.5591757069
212	0.5589005005
213	0.558791521
214	0.5584980858
215	0.5581305547
216	0.5578353792
217	0.5574643831
218	0.5573449015
219	0.5571050523
220	0.5568869017
221	0.5566266151
222	0.556433954
223	0.5560850801
224	0.555968946
225	0.5558023636
226	0.5556303008
227	0.5553259434
228	0.5551568128
229	0.5550088606
230	0.5547063445
231	0.5542591907
232	0.5541110265
233	0.553922038
234	0.5536374156
235	0.5534784302
236	0.553295206
237	0.5531415609
238	0.5526934113
239	0.5524250602
240	0.5522523596
241	0.5517369911
242	0.5515550094
243	0.5513980003
244	0.5511338332
245	0.5508775625
246	0.5505897247
247	0.5500581797
248	0.5498234181
249	0.5496352866
250	0.549399186
251	0.5492490229
252	0.5490838301
253	0.5489821553
254	0.5487695301
255	0.5486059508
256	0.5484530603
257	0.5483975534
258	0.5481969782
259	0.5479725223
260	0.5476830574
261	0.5474981798
262	0.5473380104
263	0.5471492013
264	0.5468969871
265	0.5468271553
266	0.5466358761
267	0.5463953781
268	0.5461118935
269	0.5456202326
270	0.5453447306
271	0.5451704214
272	0.5447375585
273	0.544661418
274	0.5443717423
275	0.5441719843
276	0.5440721531
277	0.5439926472
278	0.5437559651
279	0.5435866967
280	0.5433728147
281	0.5431946259
282	0.5430319177
283	0.5428794364
284	0.5424816374
285	0.5422355093
286	0.5422249293
287	0.5420381986
288	0.541670359
289	0.5415515862
290	0.5412115633
291	0.5410729322
292	0.5409360186
293	0.5407485823
294	0.5403807787
295	0.5401166787
296	0.5397332844
297	0.5394784151
298	0.539235418
299	0.5391076097
300	0.5387916043
301	0.5382353239
302	0.5378509301
303	0.5376770108
304	0.5373966529
305	0.5371983902
306	0.5369701374
307	0.5367524567
308	0.5365687597
309	0.5362638199
310	0.5361065306
311	0.535922483
312	0.5356935631
313	0.5354798172
314	0.5353701693
315	0.5352115756
316	0.5350075343
317	0.534834984
318	0.5347113345
319	0.5345096894
320	0.5343155989
321	0.533632521
322	0.5334989708
323	0.5331973628
324	0.5330786002
325	0.5328354183
326	0.5327584911
327	0.532600178
328	0.5325151001
329	0.5321229685
330	0.5317067472
331	0.5316142314
332	0.5315299214
333	0.5313944581
334	0.5312080838
335	0.5311183894
336	0.5309956238
337	0.5306372482
338	0.5306359978
339	0.5302414435
340	0.5300300767
341	0.5299117801
342	0.5299037292
343	0.5297281052
344	0.5295380249
345	0.5293596376
346	0.5290508129
347	0.5288631548
348	0.5288415803
349	0.5286944348
350	0.528201322
351	0.5279570178
352	0.5277746595
353	0.527649651
354	0.5274183152
355	0.5273248131
356	0.5270729812
357	0.5267536127
358	0.5265200172
359	0.5263505724
360	0.5262619168
361	0.5259498343
362	0.5257984416
363	0.5257282549
364	0.5255742183
365	0.5253704303
366	0.5250650591
367	0.524905345
368	0.5248216823
369	0.5246967407
370	0.524650786
371	0.5243416689
372	0.5239818209
373	0.5238469414
374	0.5236338793
375	0.5236208675
376	0.5234548489
377	0.523399805
378	0.5232930458
379	0.5229720714
380	0.5229260036
381	0.5226042554
382	0.5221450649
383	0.5218065737
384	0.5215890097
385	0.5215271701
386	0.5213854136
387	0.5213170869
388	0.5211231151
389	0.5209531739
390	0.520910492
391	0.5208497494
392	0.5207213665
393	0.5205732584
394	0.5203336751
395	0.5201726798
396	0.5200408371
397	0.5196558554
398	0.5194056979
399	0.5192919502
400	0.5190245102
401	0.5189325722
402	0.5187440496
403	0.5186019061
404	0.5184016325
405	0.5183219631
406	0.5180751385
407	0.5179215951
408	0.5175457221
409	0.5171257528
410	0.5169508688
411	0.5168439861
412	0.5165654364
413	0.5164117169
414	0.516187079
415	0.5161357693
416	0.5160204545
417	0.5159016673
418	0.5156178124
419	0.5155206377
420	0.5152873119
421	0.5152326787
422	0.5150329923
423	0.5146979079
424	0.5145999623
425	0.5144347276
426	0.5142665067
427	0.5141009505
428	0.5140993227
429	0.5138398441
430	0.5136928116
431	0.5134273142
432	0.5133053611
433	0.5131325796
434	0.5130871053
435	0.5128746303
436	0.5127960555
437	0.5126923759
438	0.5123607074
439	0.5120417573
440	0.5117653691
441	0.5115914972
442	0.5115835124
443	0.5114915794
444	0.5113641362
445	0.5111225198
446	0.51105819
447	0.510920932
448	0.5105843501
449	0.5104605472
450	0.5103519049
451	0.5102196873
452	0.5099542227
453	0.509859836
454	0.5096748311
455	0.5096616427
456	0.5095455683
457	0.5094368392
458	0.5092797548
459	0.5089541646
460	0.5088535069
461	0.5087584275
462	0.5086398784
463	0.5085663665
464	0.508483009
465	0.508336783
466	0.5082962927
467	0.5080307259
468	0.5079437307
469	0.5077658366
470	0.5074738204
471	0.5071071795
472	0.506987708
473	0.5069190228
474	0.5067552665
475	0.506564843
476	0.5064912271
477	0.5063823034
478	0.5062854024
479	0.5059878858
480	0.5058135084
481	0.5055750473
482	0.5053817066
483	0.5053465263
484	0.505205394
485	0.5049724613
486	0.5048444599
487	0.5047943521
488	0.5045277212
489	0.5045270049
490	0.504361059
491	0.504234312
492	0.5041186123
493	0.5040214547
494	0.5038661499
495	0.5036562176
496	0.5036011148
497	0.5033514967
498	0.5031886737
499	0.5029368834
500	0.502936308
501	0.5027459627
502	0.5026802771
503	0.5025860492
504	0.5023051692
505	0.5021571142
506	0.502061131
507	0.5018632061
508	0.5016691214
509	0.5014161966
510	0.5010712386
511	0.5009441067
512	0.5005758283
513	0.500439873
514	0.500297432
515	0.4999453086
516	0.4999104592
517	0.4998066639
518	0.4996610568
519	0.4995993254
520	0.499422996
521	0.4992805811
522	0.4991736921
523	0.4991066645
524	0.4990789168
525	0.4988589042
526	0.498617405
527	0.4983232327
528	0.4981293752
529	0.4979991071
530	0.4978825382
531	0.4977897155
532	0.4976870582
533	0.4974435407
534	0.4972311765
535	0.4971036199
536	0.4968559926
537	0.4966838617
538	0.4964575778
539	0.4963241648
540	0.4961862627
541	0.4959471993
542	0.4956890063
543	0.4955327916
544	0.4953324187
545	0.4951307982
546	0.4949732704
547	0.4948412141
548	0.4946035279
549	0.494531456
550	0.4944695633
551	0.4943033985
552	0.4941441343
553	0.4940647367
554	0.4938400683
555	0.4933872249
556	0.4931835185
557	0.4929284055
558	0.4927200799
559	0.4926571336
560	0.4924947292
561	0.4923327744
562	0.4922474355
563	0.4920675307
564	0.4919256045
565	0.4917588937
566	0.4915132631
567	0.4913432389
568	0.4911499179
569	0.4908648908
570	0.4907717208
571	0.4903414894
572	0.4902577133
573	0.4900420775
574	0.4899056945
575	0.4898113342
576	0.4897398184
577	0.4896390332
578	0.4894470965
579	0.4893213485
580	0.4892237589
581	0.4892001282
582	0.4891123089
583	0.4890081621
584	0.4887724544
585	0.4886328751
586	0.4883261813
587	0.4882070679
588	0.4880547775
589	0.4877821056
590	0.4876998521
591	0.4875035994
592	0.4874219445
593	0.4871822134
594	0.4868795059
595	0.4866989614
596	0.4863980381
597	0.4862852416
598	0.4860910644
599	0.4858606655
600	0.4856286526
601	0.4853711214
602	0.4852801275
603	0.4850332767
604	0.4848788164
605	0.4847757678
606	0.4845548763
607	0.4844610246
608	0.4843486458
609	0.4842064199
610	0.4840710531
611	0.4837559459
612	0.4835169205
613	0.4833018107
614	0.4831968191
615	0.4828857577
616	0.4827701366
617	0.4825977828
618	0.4824291736
619	0.482318146
620	0.4821130884
621	0.4819677093
622	0.4818377497
623	0.4817023465
624	0.4815640832
625	0.4813764205
626	0.4811678494
627	0.4811202185
628	0.4809830767
629	0.4808986408
630	0.4807524027
631	0.4805526726
632	0.4804560578
633	0.4803796403
634	0.4802209165
635	0.4801282256
636	0.4799178611
637	0.4797092333
638	0.479539558
639	0.4793698598
640	0.4791035837
641	0.4789310541
642	0.4787904829
643	0.4786688149
644	0.4785882169
645	0.4785459301
646	0.4782504671
647	0.4781808018
648	0.4780537523
649	0.4779318804
650	0.4778099147
651	0.4776431266
652	0.4775917776
653	0.4773483442
654	0.477099909
655	0.4768306429
656	0.4766346369
657	0.476508128
658	0.4762852882
659	0.4761075465
660	0.4758559515
661	0.4758123155
662	0.4757186412
663	0.4756221112
664	0.4754451239
665	0.4752141202
666	0.4752045544
667	0.475162157
668	0.4750172371
669	0.4748080195
670	0.4745965918
671	0.4745520777
672	0.474302359
673	0.474043721
674	0.4739295121
675	0.4738183522
676	0.4737251535
677	0.473658621
678	0.4733201649
679	0.4731274258
680	0.4729643867
681	0.4728787582
682	0.4727132361
683	0.4724703592
684	0.4722173155
685	0.4719286
686	0.4718482239
687	0.4715958959
688	0.4714357577
689	0.471268585
690	0.4711377394
691	0.4707749787
692	0.4706379012
693	0.4704383152
694	0.4702639052
695	0.4701842872
696	0.4700262854
697	0.4698035327
698	0.4696635959
699	0.4696181026
700	0.4692615615
701	0.4691433027
702	0.4689240878
703	0.4688814392
704	0.468789708
705	0.468624715
706	0.4685074733
707	0.4683924277
708	0.4681899517
709	0.4680702863
710	0.4678973083
711	0.4676547549
712	0.4675565733
713	0.4674297977
714	0.4673258311
715	0.4671552945
716	0.4670313374
717	0.4668588338
718	0.4667557409
719	0.4665366033
720	0.4664099118
721	0.4662721932
722	0.4659815052
723	0.4656657385
724	0.4655775404
725	0.4654089245
726	0.465305436
727	0.4650662625
728	0.4649590574
729	0.4645914761
730	0.4643878316
731	0.4642851057
732	0.4640440957
733	0.4639740099
734	0.4636209618
735	0.4635049747
736	0.4633448258
737	0.4631033814
738	0.462934885
739	0.4627057828
740	0.4625220461
741	0.4623631825
742	0.4620200753
743	0.4618160996
744	0.461672185
745	0.4615940466
746	0.4614664308
747	0.4612806867
748	0.4611036171
749	0.4609742752
750	0.460894511
751	0.4607275703
752	0.4606400269
753	0.4605123455
754	0.460193732
755	0.4599318866
756	0.459671826
757	0.4594416953
758	0.4592980089
759	0.4591185399
760	0.4589899973
761	0.4588098833
762	0.4586228909
763	0.4584980083
764	0.4583769695
765	0.4583063293
766	0.4580407942
767	0.4577278384
768	0.4576131611
769	0.4574930125
770	0.4573512478
771	0.4571721905
772	0.4570281585
773	0.4568306549
774	0.4566728289
775	0.4565458047
776	0.4563103118
777	0.4562331704
778	0.4561282119
779	0.4560243026
780	0.4558742146
781	0.4557652472
782	0.4556660114
783	0.4553995569
784	0.4552243921
785	0.4550745864
786	0.4549077632
787	0.4548553726
788	0.4547896381
789	0.4545785166
790	0.4545080167
791	0.4543553874
792	0.4542370235
793	0.4540738485
794	0.4537806078
795	0.4534901495
796	0.4531723629
797	0.4530326069
798	0.4528661446
799	0.4527613957
800	0.4525874274
801	0.4523553426
802	0.4521387972
803	0.4520365908
804	0.4518858406
805	0.4517180723
806	0.4515383652
807	0.4513132819
808	0.451170341
809	0.451071788
810	0.4509883501
811	0.4508730119
812	0.4506569397
813	0.4505555253
814	0.4504330347
815	0.4503353273
816	0.4501967395
817	0.4500839555
818	0.4499089496
819	0.4498270876
820	0.4496393259
821	0.4495108658
822	0.449259476
823	0.4491405539
824	0.448966195
825	0.4488242734
826	0.4485421644
827	0.4483931623
828	0.4482502085
829	0.4479370602
830	0.4478557213
831	0.4476823684
832	0.4474702413
833	0.447385243
834	0.4471462024
835	0.4469263351
836	0.4467087443
837	0.4465464162
838	0.4463199455
839	0.446212934
840	0.4459458577
841	0.4456652578
842	0.4455069335
843	0.4454110812
844	0.4450989751
845	0.4448502648
846	0.4447362798
847	0.4446210665
848	0.4444804593
849	0.4442357139
850	0.4440169439
851	0.4437073356
852	0.4436402478
853	0.4434183639
854	0.4431917008
855	0.4430330256
856	0.4429393168
857	0.4428014799
858	0.4426877646
859	0.4425711248
860	0.4423900454
861	0.4421912787
862	0.4420971526
863	0.4419909114
864	0.4417011402
865	0.4415288182
866	0.4412951222
867	0.4410923781
868	0.4409900574
869	0.4408970015
870	0.4407780438
871	0.4406697684
872	0.4405736995
873	0.4403723735
874	0.440265179
875	0.4401712824
876	0.4400464681
877	0.4399545025
878	0.4397092756
879	0.4396627295
880	0.4395254541
881	0.4393849937
882	0.4392951096
883	0.4392018246
884	0.4390949715
885	0.4389297961
886	0.4386671968
887	0.4384781687
888	0.4383542491
889	0.4381933041
890	0.4380093466
891	0.4377916576
892	0.4376550006
893	0.4375900347
894	0.4374612504
895	0.4372846533
896	0.4371885746
897	0.4370753898
898	0.4368745921
899	0.4367770293
900	0.4366947143
901	0.4364938095
902	0.436429036
903	0.4362418907
904	0.4360336887
905	0.4358704047
906	0.4357493321
907	0.4356531644
908	0.4354691901
909	0.4352831925
910	0.4350815612
911	0.4349628301
912	0.4348479422
913	0.4347252584
914	0.4344486392
915	0.4342879163
916	0.4340346366
917	0.4340094076
918	0.4338667334
919	0.4337300009
920	0.4334868153
921	0.4333523629
922	0.4332448172
923	0.4329399655
924	0.4327313075
925	0.4326183934
926	0.4325664787
927	0.4324271547
928	0.4323829733
929	0.4322298965
930	0.4321611296
931	0.4320012431
932	0.4318587386
933	0.4317166329
934	0.4315140386
935	0.4312995312
936	0.4312522515
937	0.4310981914
938	0.4308885248
939	0.4307677588
940	0.4306302835
941	0.4305656282
942	0.4303588263
943	0.4302990554
944	0.4300446348
945	0.4297543018
946	0.429597384
947	0.4292950235
948	0.4290829234
949	0.4288969639
950	0.4287973833
951	0.4286563851
952	0.4282941316
953	0.428211628
954	0.4280143718
955	0.4279718805
956	0.4278451636
957	0.4277204619
958	0.4276046236
959	0.4275144208
960	0.4274348599
961	0.4271031189
962	0.4269609911
963	0.4267976735
964	0.4266945533
965	0.4265975693
966	0.4264761715
967	0.4262883967
968	0.4262172317
969	0.4261890815
970	0.4260729682
971	0.4258868841
972	0.4258172458
973	0.4255947808
974	0.4254327262
975	0.4252935182
976	0.4252162178
977	0.4250553623
978	0.4249411923
979	0.4247335836
980	0.4246504881
981	0.4244123717
982	0.4242618465
983	0.4240791785
984	0.4240192292
985	0.4239029044
986	0.4238722347
987	0.4238038342
988	0.4236788069
989	0.4234996195
990	0.4233652453
991	0.4232679777
992	0.4231370754
993	0.4229736937
994	0.4226822666
995	0.4226357792
996	0.4224978595
997	0.4224118239
998	0.4221004799
999	0.4220250179
